,FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,CIFSN_x,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,CIFSN_y,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,CIFSN_x.1,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,CIFSN_y.1,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
90,PLST,NY,60,0,0,0,0,92,0600000US3600327705,3600327705,1,2,36,1779796,3.0,H1,974100.0,27705.0,T1,978978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93797607,33849,Friendship,Friendship town,A,,1944,979,42.2147482,-78.13069109999999,43,,,1,1944,1854,1823,14,7,4,0,6,90,85,19,35,4,0,24,1,1,0,1,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,21,1923,1839,1809,14,7,4,0,5,84,80,19,35,4,0,21,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1463,1414,1391,10,6,3,0,4,49,47,1,24,1,0,19,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463,9,1454,1409,1387,10,6,3,0,3,45,43,1,24,1,0,17,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,779,200,3,0,0,0,0,0,0,0,0,0,0
91,PLST,NY,60,0,0,0,0,93,0600000US3600328563,3600328563,1,2,36,1779796,3.0,H1,974100.0,28563.0,T1,978989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93880371,115642,Genesee,Genesee town,A,,1633,780,42.0461237,-78.2451767,43,,,1,1633,1543,1519,5,4,11,0,4,90,89,9,38,14,0,25,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,15,1618,1534,1513,5,4,11,0,1,84,84,9,36,14,0,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1236,1186,1170,0,4,10,0,2,50,50,1,21,5,0,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,9,1227,1179,1165,0,4,10,0,0,48,48,1,21,5,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,655,125,3,0,0,0,0,0,0,0,0,0,0
92,PLST,NY,60,0,0,0,0,94,0600000US3600329905,3600329905,1,2,36,1779796,3.0,H1,974100.0,29905.0,T1,979013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,82717838,259106,Granger,Granger town,A,,519,262,42.4797456,-78.0110499,43,,,1,519,501,498,0,0,1,0,2,18,17,0,7,0,0,9,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,2,517,499,498,0,0,1,0,0,18,17,0,7,0,0,9,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,402,385,384,0,0,1,0,0,17,17,0,7,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,402,385,384,0,0,1,0,0,17,17,0,7,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,209,53,3,5,0,0,0,0,0,5,0,0,5
93,PLST,NY,60,0,0,0,0,95,0600000US3600330994,3600330994,1,2,36,1779796,3.0,H1,974100.0,30994.0,T1,979028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,86416760,868569,Grove,Grove town,A,,489,365,42.4795216,-77.8938518,43,,,1,489,479,477,0,0,0,0,2,10,10,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,5,484,477,476,0,0,0,0,1,7,7,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,388,381,380,0,0,0,0,1,7,7,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,2,386,380,379,0,0,0,0,1,6,6,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,214,151,3,0,0,0,0,0,0,0,0,0,0
94,PLST,NY,60,0,0,0,0,96,0600000US3600336112,3600336112,1,2,36,1779796,3.0,H1,974100.0,36112.0,T1,979084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,98134686,1115215,Hume,Hume town,A,,2073,935,42.4821625,-78.121765,43,,,1,2073,1980,1948,10,8,2,0,12,93,92,4,39,2,3,43,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2073,21,2052,1967,1940,10,8,2,0,7,85,85,4,39,2,3,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1486,1436,1405,9,8,2,0,12,50,50,0,21,0,2,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486,12,1474,1428,1402,9,8,2,0,7,46,46,0,21,0,2,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,774,161,3,0,0,0,0,0,0,0,0,0,0
95,PLST,NY,60,0,0,0,0,97,0600000US3600337297,3600337297,1,2,36,1779796,3.0,H1,974100.0,37297.0,T1,979091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,89345527,13927,Independence,Independence town,A,,1085,509,42.0436024,-77.794465,43,,,1,1085,1041,1022,1,1,0,1,16,44,42,4,16,0,3,18,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,10,1075,1034,1021,1,1,0,1,10,41,40,4,16,0,3,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,785,754,749,0,0,0,1,4,31,29,3,14,0,0,11,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,3,782,753,749,0,0,0,1,3,29,28,3,14,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,418,91,3,0,0,0,0,0,0,0,0,0,0
96,PLST,NY,60,0,0,0,0,98,0600000US3600350375,3600350375,1,2,36,1779796,3.0,H1,974100.0,50375.0,T1,979266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93974641,320749,New Hudson,New Hudson town,A,,792,439,42.2852784,-78.2530261,43,,,1,792,754,749,0,0,2,1,2,38,34,7,15,0,0,11,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,792,8,784,751,747,0,0,2,1,1,33,31,7,15,0,0,9,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,586,564,562,0,0,0,1,1,22,20,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,4,582,562,560,0,0,0,1,1,20,18,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,299,140,3,0,0,0,0,0,0,0,0,0,0
97,PLST,NY,60,0,0,0,0,99,0600000US3600354523,3600354523,1,2,36,1779796,3.0,H1,974100.0,54523.0,Z2,959239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528841,26577,Oil Springs,Oil Springs Reservation,F,,7,6,42.2312992,-78.3028177,86,,,1,7,3,2,0,0,0,0,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,2,0,0,0,0,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,2,0,0,0,0,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,2,0,0,0,0,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,3,0,0,0,0,0,0,0,0,0,0
98,PLST,NY,60,0,0,0,0,100,0600000US3600364166,3600364166,1,2,36,1779796,3.0,H1,974100.0,64166.0,T1,979441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,91411113,2046456,Rushford,Rushford town,A,,1079,1268,42.3930733,-78.2506484,43,,,1,1079,1045,1031,3,0,1,0,10,34,31,5,6,1,1,15,0,0,0,1,0,0,0,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,19,1060,1028,1023,3,0,1,0,1,32,29,5,6,1,1,14,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,879,856,848,3,0,1,0,4,23,22,1,5,1,1,12,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,11,868,846,842,3,0,1,0,0,22,21,1,5,1,1,11,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,473,795,3,0,0,0,0,0,0,0,0,0,0
99,PLST,NY,60,0,0,0,0,101,0600000US3600365772,3600365772,1,2,36,1779796,3.0,H1,974100.0,65772.0,T1,979475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,91311268,101114,Scio,Scio town,A,,1614,841,42.1479678,-77.9922526,43,,,1,1614,1527,1504,4,2,4,0,13,87,87,10,45,0,0,27,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,20,1594,1516,1497,4,2,4,0,9,78,78,10,44,0,0,19,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1256,1196,1182,2,0,3,0,9,60,60,4,38,0,0,14,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256,8,1248,1190,1179,2,0,3,0,6,58,58,4,38,0,0,12,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,671,170,3,8,0,0,0,0,0,8,0,0,8
100,PLST,NY,60,0,0,0,0,102,0600000US3600378201,3600378201,1,2,36,1779796,3.0,H1,974100.0,78201.0,T1,979596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,75562522,43453,Ward,Ward town,A,,334,266,42.2250285,-77.9017724,43,,,1,334,321,315,0,1,1,1,3,13,12,3,4,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,5,329,319,314,0,1,1,1,2,10,9,3,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,283,274,269,0,1,1,1,2,9,9,2,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,2,281,273,268,0,1,1,1,2,8,8,2,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,142,124,3,0,0,0,0,0,0,0,0,0,0
101,PLST,NY,60,0,0,0,0,103,0600000US3600379103,3600379103,1,2,36,1779796,3.0,H1,974100.0,79103.0,T1,979616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94912200,97025,Wellsville,Wellsville town,A,,7064,3442,42.1184427,-77.9252963,43,,,1,7064,6810,6653,58,17,50,0,32,254,242,52,83,11,0,91,2,0,0,3,0,0,0,0,0,0,12,3,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7064,99,6965,6757,6615,58,17,50,0,17,208,203,52,82,10,0,56,2,0,0,1,0,0,0,0,0,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5629,5450,5325,51,14,38,0,22,179,172,23,68,5,0,72,2,0,0,2,0,0,0,0,0,0,7,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5629,73,5556,5413,5301,51,14,38,0,9,143,139,23,68,4,0,41,2,0,0,1,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442,3093,349,3,383,321,0,0,321,0,62,0,0,62
102,PLST,NY,60,0,0,0,0,104,0600000US3600379202,3600379202,1,2,36,1779796,3.0,H1,974100.0,79202.0,T1,979617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93227509,246656,West Almond,West Almond town,A,,274,277,42.3079403,-77.9155571,43,,,1,274,253,240,0,0,1,0,12,21,21,3,8,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,17,257,238,237,0,0,0,0,1,19,19,3,8,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,229,214,206,0,0,1,0,7,15,15,0,6,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,11,218,204,204,0,0,0,0,0,14,14,0,6,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,126,151,3,0,0,0,0,0,0,0,0,0,0
103,PLST,NY,60,0,0,0,0,105,0600000US3600382095,3600382095,1,2,36,1779796,3.0,H1,974100.0,82095.0,T1,979642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94077131,78172,Willing,Willing town,A,,1281,629,42.0358635,-77.8933766,43,,,1,1281,1240,1226,2,1,3,0,8,41,41,4,22,1,0,11,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,15,1266,1231,1218,2,1,3,0,7,35,35,2,22,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1006,976,965,2,0,3,0,6,30,30,1,18,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,2,1004,975,964,2,0,3,0,6,29,29,1,18,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,536,93,3,0,0,0,0,0,0,0,0,0,0
